FECHA,COD_DPTO,COD_MUNICIPIO,POBLACION,ANO,SEMANA,PRECIPITATION,DRY_DAYS,TEMPERATURE_AMAX,REL_HUMIDITY_AMAX,TEMPERATURE_AMIN,TEMPERATURE_RANGE,REL_HUMIDITY_AMIN,TEMPERATURE_MEAN,REL_HUMIDITY_MEAN,MEI,ONI,SST1+2,SST3,SST4,SST3.4,TNI,CAR,NTA,DENGUE,DENGUE GRAVE,MORTALIDAD POR DENGUE
2018-06-10,76.0,76001,2445405.0,2018,24,9.700000000000001,3,32.9,94.00000000000001,19.1,13.799999999999997,49.0,25.616071428571427,66.56756338899196,-0.5099999999999999,-0.01,22.19,26.72,29.16,27.849999999999998,-2.118,0.08999999999999998,-0.46,61.0,0.0,0.0
2018-06-17,76.0,76001,2445405.0,2018,25,0.1,6,33.8,97.0,17.6,16.199999999999996,46.0,24.466805555555553,71.03703703703704,-0.5099999999999999,-0.01,22.19,26.72,29.16,27.849999999999998,-2.118,0.08999999999999998,-0.46,57.0,0.0,0.0
2018-06-24,76.0,76001,2445405.0,2018,26,17.8,0,30.9,99.00000000000001,17.9,13.0,50.0,23.715854978354976,78.21521335807051,-0.5099999999999999,-0.01,22.19,26.72,29.16,27.849999999999998,-2.118,0.08999999999999998,-0.46,40.0,0.0,0.0
2018-07-01,76.0,76001,2445405.0,2018,27,6.6,6,34.4,99.00000000000001,18.0,16.4,42.00000000000001,24.352536231884056,75.39120082815737,-0.16999999999999998,0.08999999999999998,21.430000000000003,26.050000000000004,29.099999999999998,27.520000000000003,-2.089,0.07,-0.31,51.0,0.0,0.0
2018-07-08,76.0,76001,2445405.0,2018,28,16.200000000000003,5,33.6,99.00000000000001,17.9,15.700000000000003,45.0,25.533333333333335,72.3452380952381,-0.16999999999999998,0.08999999999999998,21.430000000000003,26.050000000000004,29.099999999999998,27.520000000000003,-2.089,0.07,-0.31,33.0,0.0,0.0
2018-07-15,76.0,76001,2445405.0,2018,29,0.1,6,33.5,95.0,18.300000000000004,15.199999999999996,37.00000000000001,25.26111111111112,71.97222222222221,-0.16999999999999998,0.08999999999999998,21.430000000000003,26.050000000000004,29.099999999999998,27.520000000000003,-2.089,0.07,-0.31,28.0,1.0,0.0
2018-07-22,76.0,76001,2445405.0,2018,30,25.2,4,32.7,99.00000000000001,18.1,14.600000000000001,49.0,24.251190476190477,76.41284013605443,-0.16999999999999998,0.08999999999999998,21.430000000000003,26.050000000000004,29.099999999999998,27.520000000000003,-2.089,0.07,-0.31,39.0,0.0,0.0
2018-07-29,76.0,76001,2445405.0,2018,31,19.9,0,32.5,99.00000000000001,17.5,15.0,50.0,23.70119047619048,77.80036231884058,0.13285714285714284,0.16999999999999998,20.99,25.529999999999998,29.15142857142857,27.285714285714285,-2.128999999999999,0.09857142857142857,-0.20142857142857146,42.0,0.0,0.0
2018-08-05,76.0,76001,2445405.0,2018,32,0.3000000000000001,4,35.2,99.00000000000001,16.5,18.700000000000003,31.000000000000004,25.34117794486215,70.49188311688312,0.35999999999999993,0.23,20.66,25.140000000000004,29.19,27.110000000000007,-2.1589999999999994,0.12,-0.12,35.0,0.0,0.0
2018-08-12,76.0,76001,2445405.0,2018,33,0.2,6,32.3,99.00000000000001,19.0,13.299999999999997,49.0,24.981795900178255,72.90701128936422,0.35999999999999993,0.23,20.66,25.140000000000004,29.19,27.110000000000007,-2.1589999999999994,0.12,-0.12,29.0,0.0,0.0
2018-08-19,76.0,76001,2445405.0,2018,34,0.0,7,34.3,97.0,17.5,16.799999999999997,41.0,26.527697981366465,65.94105848861284,0.35999999999999993,0.23,20.66,25.140000000000004,29.19,27.110000000000007,-2.1589999999999994,0.12,-0.12,28.0,0.0,0.0
2018-08-26,76.0,76001,2445405.0,2018,35,0.1,6,33.1,95.0,19.9,13.200000000000003,43.0,25.867592592592597,68.37037037037037,0.38285714285714284,0.2671428571428572,20.609999999999996,25.148571428571426,29.187142857142856,27.10857142857143,-2.1332857142857136,0.12571428571428572,-0.10428571428571429,31.0,0.0,0.0
2018-09-02,76.0,76001,2445405.0,2018,36,11.3,5,34.64816886946976,93.2669991659424,19.045312882452112,15.602855987017644,37.40508595711068,25.783048431725547,67.56924019779403,0.52,0.4900000000000001,20.31,25.199999999999996,29.17000000000001,27.099999999999998,-1.9789999999999996,0.16,-0.01,33.0,0.0,0.0
2018-09-09,76.0,76001,2445405.0,2018,37,15.500000000000002,4,33.83871575559051,95.97569080580129,20.04335109933167,13.795364656258844,41.00105215722699,26.06712631273561,68.12416682315029,0.52,0.4900000000000001,20.31,25.199999999999996,29.17000000000001,27.099999999999998,-1.9789999999999996,0.16,-0.01,23.0,0.0,0.0
2018-09-16,76.0,76001,2445405.0,2018,38,1.1,6,33.0660560093382,96.0,19.031304352193487,14.03475165714471,45.0,25.07392285727326,66.43333333333334,0.52,0.4900000000000001,20.31,25.199999999999996,29.17000000000001,27.099999999999998,-1.9789999999999996,0.16,-0.01,27.0,0.0,0.0
2018-09-23,76.0,76001,2445405.0,2018,39,0.1,6,33.7,95.0,19.6,14.100000000000001,38.0,25.395833333333332,70.875,0.52,0.4900000000000001,20.31,25.199999999999996,29.17000000000001,27.099999999999998,-1.9789999999999996,0.16,-0.01,27.0,0.0,0.0
2018-09-30,76.0,76001,2445405.0,2018,40,16.8,2,33.3,99.00000000000001,18.4,14.899999999999999,38.0,24.823214285714293,71.91045548654245,0.4257142857142857,0.7214285714285713,21.09857142857143,25.697142857142858,29.547142857142862,27.48571428571429,-1.9027142857142858,0.1771428571428571,-0.027142857142857142,22.0,0.0,0.0
2018-10-07,76.0,76001,2445405.0,2018,41,3.8,0,31.3,99.00000000000001,18.6,12.7,47.00000000000001,23.87049319727891,73.63013901212662,0.41000000000000003,0.7599999999999999,21.23,25.78,29.610000000000007,27.550000000000004,-1.8900000000000001,0.17999999999999997,-0.03,25.0,0.0,0.0
2018-10-14,76.0,76001,2445405.0,2018,42,0.6000000000000002,4,30.9,95.0,17.1,13.799999999999997,44.0,24.785119047619045,69.70833333333333,0.41000000000000003,0.7599999999999999,21.23,25.78,29.610000000000007,27.550000000000004,-1.8900000000000001,0.17999999999999997,-0.03,25.0,0.0,0.0
2018-10-21,76.0,76001,2445405.0,2018,43,1.4,1,31.1,96.0,20.0,11.100000000000001,51.0,24.31666666666667,74.17261904761904,0.41000000000000003,0.7599999999999999,21.23,25.78,29.610000000000007,27.550000000000004,-1.8900000000000001,0.17999999999999997,-0.03,21.0,1.0,0.0
2018-10-28,76.0,76001,2445405.0,2018,44,2.0,1,32.0,98.0,19.200000000000003,12.799999999999997,49.0,24.204166666666673,77.51190476190477,0.3457142857142857,0.8200000000000001,21.67571428571429,25.882857142857148,29.601428571428574,27.58857142857143,-1.8231428571428572,0.18428571428571425,-0.03,19.0,0.0,0.0
2018-11-04,76.0,76001,2445405.0,2018,45,1.0,0,30.5,97.0,19.1,11.399999999999999,53.0,23.71666666666667,79.82738095238095,0.26,0.9000000000000001,22.270000000000003,26.020000000000003,29.59,27.639999999999993,-1.734,0.18999999999999997,-0.03,27.0,0.0,0.0
2018-11-11,76.0,76001,2445405.0,2018,46,0.7999999999999999,1,30.6,97.0,19.8,10.8,52.00000000000001,24.644642857142856,76.57738095238096,0.26,0.9000000000000001,22.270000000000003,26.020000000000003,29.59,27.639999999999993,-1.734,0.18999999999999997,-0.03,17.0,0.0,0.0
2018-11-18,76.0,76001,2445405.0,2018,47,0.8,3,30.7,97.0,19.8,10.899999999999999,53.0,24.343452380952378,77.91666666666667,0.26,0.9000000000000001,22.270000000000003,26.020000000000003,29.59,27.639999999999993,-1.734,0.18999999999999997,-0.03,23.0,0.0,0.0
2018-11-25,76.0,76001,2445405.0,2018,48,87.7,2,31.700000000000003,98.0,19.1,12.600000000000001,53.0,23.45059523809524,80.86309523809527,0.2414285714285714,0.8871428571428572,22.46,26.034285714285716,29.580000000000002,27.624285714285712,-1.729142857142857,0.1957142857142857,-0.03571428571428571,25.0,0.0,0.0
2018-12-02,76.0,76001,2445405.0,2018,49,98.0,2,29.9,97.0,19.400000000000002,10.499999999999996,52.00000000000001,24.23809523809524,73.76190476190477,0.13,0.8100000000000003,23.599999999999998,26.12,29.520000000000003,27.53,-1.6999999999999997,0.23,-0.07,21.0,0.0,0.0
2018-12-09,76.0,76001,2445405.0,2018,50,0.4,5,31.1,95.0,19.9,11.200000000000003,51.0,24.699404761904763,74.90476190476191,0.13,0.8100000000000003,23.599999999999998,26.12,29.520000000000003,27.53,-1.6999999999999997,0.23,-0.07,36.0,0.0,0.0
2018-12-16,76.0,76001,2445405.0,2018,51,0.3000000000000001,5,31.6,91.0,20.2,11.400000000000002,50.0,25.10297619047619,70.89285714285714,0.13,0.8100000000000003,23.599999999999998,26.12,29.520000000000003,27.53,-1.6999999999999997,0.23,-0.07,20.0,0.0,0.0
2018-12-23,76.0,76001,2445405.0,2018,52,2.1,6,32.8,92.0,19.9,12.899999999999999,45.0,25.40297619047619,70.00595238095238,0.13,0.8100000000000003,23.599999999999998,26.12,29.520000000000003,27.53,-1.6999999999999997,0.23,-0.07,23.0,0.0,0.0
2018-12-30,76.0,76001,2470852.0,2019,1,0.0,7,34.5,92.0,18.500000000000004,15.999999999999996,36.0,26.036309523809525,66.38095238095238,0.09428571428571428,0.7671428571428571,24.67142857142857,26.15571428571429,29.148571428571426,27.208571428571425,-1.7178571428571427,0.28,-0.048571428571428564,44.0,0.0,0.0
2019-01-06,76.0,76001,2470852.0,2019,2,19.8,4,32.0,96.0,19.6,12.399999999999999,48.0,23.92440476190476,74.01785714285714,0.08,0.75,25.099999999999998,26.17000000000001,29.0,27.07999999999999,-1.7249999999999999,0.3,-0.04,32.0,0.0,0.0
2019-01-13,76.0,76001,2470852.0,2019,3,8.799999999999999,4,32.8,95.0,19.5,13.299999999999997,47.00000000000001,25.03928571428571,70.98214285714286,0.08,0.75,25.099999999999998,26.17000000000001,29.0,27.07999999999999,-1.7249999999999999,0.3,-0.04,32.0,0.0,0.0
2019-01-20,76.0,76001,2470852.0,2019,4,0.0,7,33.6,96.0,20.0,13.600000000000001,44.0,26.256547619047616,68.94642857142858,0.08,0.75,25.099999999999998,26.17000000000001,29.0,27.07999999999999,-1.7249999999999999,0.3,-0.04,38.0,0.0,0.0
2019-01-27,76.0,76001,2470852.0,2019,5,17.5,4,32.1,96.0,19.400000000000002,12.7,47.00000000000001,25.132738095238096,73.03571428571428,0.2057142857142857,0.7414285714285713,25.485714285714284,26.381428571428575,29.017142857142858,27.17428571428571,-1.7390000000000003,0.3171428571428571,-0.054285714285714284,39.0,0.0,0.0
2019-02-03,76.0,76001,2470852.0,2019,6,31.900000000000002,3,32.5,97.0,20.100000000000005,12.399999999999995,46.0,25.326190476190476,73.79761904761904,0.52,0.7199999999999999,26.449999999999996,26.91,29.06,27.41,-1.7740000000000005,0.35999999999999993,-0.08999999999999998,40.0,0.0,0.0
2019-02-10,76.0,76001,2470852.0,2019,7,22.4,4,32.4,95.0,21.5,10.899999999999999,45.0,26.251785714285713,69.07142857142858,0.52,0.7199999999999999,26.449999999999996,26.91,29.06,27.41,-1.7740000000000005,0.35999999999999993,-0.08999999999999998,40.0,1.0,0.0
2019-02-17,76.0,76001,2470852.0,2019,8,37.00000000000001,0,32.5,97.0,20.2,12.3,48.0,25.42857142857143,74.02976190476191,0.52,0.7199999999999999,26.449999999999996,26.91,29.06,27.41,-1.7740000000000005,0.35999999999999993,-0.08999999999999998,36.0,0.0,0.0
2019-02-24,76.0,76001,2470852.0,2019,9,5.7,0,31.900000000000002,94.00000000000001,20.9,11.000000000000004,50.0,25.183333333333334,71.63690476190477,0.5914285714285715,0.7171428571428571,26.550000000000004,27.189999999999998,29.071428571428566,27.641428571428573,-1.8077142857142856,0.35714285714285715,-0.08999999999999998,38.0,0.0,0.0
2019-03-03,76.0,76001,2470852.0,2019,10,1.5999999999999999,0,34.4,89.00000000000001,20.800000000000004,13.599999999999994,44.0,26.086309523809526,69.12500000000001,0.7700000000000001,0.71,26.800000000000004,27.889999999999993,29.099999999999998,28.22,-1.8919999999999997,0.35000000000000003,-0.08999999999999998,38.0,0.0,0.0
2019-03-10,76.0,76001,2470852.0,2019,11,1.3000000000000003,2,33.3,95.0,20.6,12.699999999999996,48.0,25.642857142857142,72.79761904761907,0.7700000000000001,0.71,26.800000000000004,27.889999999999993,29.099999999999998,28.22,-1.8919999999999997,0.35000000000000003,-0.08999999999999998,44.0,0.0,0.0
2019-03-17,76.0,76001,2470852.0,2019,12,0.9,2,32.6,95.0,19.7,12.900000000000002,48.0,24.496428571428574,77.3452380952381,0.7700000000000001,0.71,26.800000000000004,27.889999999999993,29.099999999999998,28.22,-1.8919999999999997,0.35000000000000003,-0.08999999999999998,40.0,0.0,0.0
